# Sample description: GI
# Parent(s): ../20151214/GI_no_protection/1d/GI_np_030_00060.dat
# No protection
3.200246e-02	3.894540e+01	2.079196e+01
3.669069e-02	5.536590e+01	1.592938e+01
4.137892e-02	1.681699e+02	1.486064e+01
4.606715e-02	2.346705e+02	1.208570e+01
5.075538e-02	2.133800e+02	9.438434e+00
5.544361e-02	2.026119e+02	7.811071e+00
6.013183e-02	1.966647e+02	6.841543e+00
6.482006e-02	1.919972e+02	6.141241e+00
6.950829e-02	1.853504e+02	5.556650e+00
7.419652e-02	1.867737e+02	5.144013e+00
7.888475e-02	1.817214e+02	4.798543e+00
8.357298e-02	1.790236e+02	4.525371e+00
8.826121e-02	1.759318e+02	4.290523e+00
9.294944e-02	1.700586e+02	4.055157e+00
9.763767e-02	1.741199e+02	3.928016e+00
1.023259e-01	1.670736e+02	3.735126e+00
1.070141e-01	1.636717e+02	3.592163e+00
1.117024e-01	1.636326e+02	3.486450e+00
1.163906e-01	1.602395e+02	3.356148e+00
1.210788e-01	1.632905e+02	3.298777e+00
1.257670e-01	1.593775e+02	3.189512e+00
1.304553e-01	1.579840e+02	3.110016e+00
1.351435e-01	1.561862e+02	3.026479e+00
1.398317e-01	1.552191e+02	2.957215e+00
1.445200e-01	1.553843e+02	2.899167e+00
1.492082e-01	1.526802e+02	2.826429e+00
1.538964e-01	1.529698e+02	2.774084e+00
1.585846e-01	1.462952e+02	2.674287e+00
1.632729e-01	1.486214e+02	2.647663e+00
1.679611e-01	1.497525e+02	2.615010e+00
1.726493e-01	1.477711e+02	2.558874e+00
1.773376e-01	1.454779e+02	2.500518e+00
1.820258e-01	1.493912e+02	2.492761e+00
1.867140e-01	1.470764e+02	2.443995e+00
1.914022e-01	1.449207e+02	2.396401e+00
1.960905e-01	1.431257e+02	2.348625e+00
2.007787e-01	1.394498e+02	2.297020e+00
2.054669e-01	1.389348e+02	2.266007e+00
2.101552e-01	1.381973e+02	2.234308e+00
2.148434e-01	1.398292e+02	2.215932e+00
2.195316e-01	1.367919e+02	2.169930e+00
2.242199e-01	1.358896e+02	2.139832e+00
2.289081e-01	1.351291e+02	2.112410e+00
2.335963e-01	1.347171e+02	2.086282e+00
2.382845e-01	1.323673e+02	2.048191e+00
2.429728e-01	1.283105e+02	2.001520e+00
2.476610e-01	1.289951e+02	1.986572e+00
2.523492e-01	1.294919e+02	1.969470e+00
2.570375e-01	1.273639e+02	1.935179e+00
2.617257e-01	1.258531e+02	1.907890e+00
2.664139e-01	1.248696e+02	1.884456e+00
2.711021e-01	1.229649e+02	1.856011e+00
