# Sample description: GI
# Parent(s): ../20151214/GI_no_protection/1d/GI_np_030_00112.dat
# No protection
3.200246e-02	9.614700e+00	1.913565e+01
3.669069e-02	7.675400e+01	1.625554e+01
4.137892e-02	1.765441e+02	1.494687e+01
4.606715e-02	2.269957e+02	1.203941e+01
5.075538e-02	2.248998e+02	9.536245e+00
5.544361e-02	2.079382e+02	7.860698e+00
6.013183e-02	1.966539e+02	6.847448e+00
6.482006e-02	1.928770e+02	6.154203e+00
6.950829e-02	1.903381e+02	5.605104e+00
7.419652e-02	1.929440e+02	5.202121e+00
7.888475e-02	1.786191e+02	4.775541e+00
8.357298e-02	1.721394e+02	4.468834e+00
8.826121e-02	1.742392e+02	4.279547e+00
9.294944e-02	1.742175e+02	4.094607e+00
9.763767e-02	1.681917e+02	3.880977e+00
1.023259e-01	1.654336e+02	3.724471e+00
1.070141e-01	1.661298e+02	3.615952e+00
1.117024e-01	1.659462e+02	3.508629e+00
1.163906e-01	1.580766e+02	3.341322e+00
1.210788e-01	1.612818e+02	3.285538e+00
1.257670e-01	1.565653e+02	3.169813e+00
1.304553e-01	1.551746e+02	3.090499e+00
1.351435e-01	1.595143e+02	3.054938e+00
1.398317e-01	1.546475e+02	2.955411e+00
1.445200e-01	1.568270e+02	2.912647e+00
1.492082e-01	1.533113e+02	2.833667e+00
1.538964e-01	1.494970e+02	2.750650e+00
1.585846e-01	1.507209e+02	2.709404e+00
1.632729e-01	1.500276e+02	2.660245e+00
1.679611e-01	1.485233e+02	2.608452e+00
1.726493e-01	1.472047e+02	2.557080e+00
1.773376e-01	1.489768e+02	2.527376e+00
1.820258e-01	1.429516e+02	2.449957e+00
1.867140e-01	1.436741e+02	2.422602e+00
1.914022e-01	1.436166e+02	2.389560e+00
1.960905e-01	1.451666e+02	2.364510e+00
2.007787e-01	1.396361e+02	2.300304e+00
2.054669e-01	1.382119e+02	2.263124e+00
2.101552e-01	1.381636e+02	2.236046e+00
2.148434e-01	1.391308e+02	2.213292e+00
2.195316e-01	1.371561e+02	2.174223e+00
2.242199e-01	1.363721e+02	2.144850e+00
2.289081e-01	1.323706e+02	2.096369e+00
2.335963e-01	1.340707e+02	2.083977e+00
2.382845e-01	1.302129e+02	2.036203e+00
2.429728e-01	1.291808e+02	2.008843e+00
2.476610e-01	1.291990e+02	1.989608e+00
2.523492e-01	1.251639e+02	1.943921e+00
2.570375e-01	1.243217e+02	1.917801e+00
2.617257e-01	1.250712e+02	1.904697e+00
2.664139e-01	1.228838e+02	1.873787e+00
2.711021e-01	1.244768e+02	1.866951e+00
2.757904e-01	1.223857e+02	1.836282e+00
2.804786e-01	1.214635e+02	1.815988e+00
2.851668e-01	1.207651e+02	1.796548e+00
2.898551e-01	1.179015e+02	1.763391e+00
2.945433e-01	1.153986e+02	1.733921e+00
2.992315e-01	1.152404e+02	1.757753e+00
3.039197e-01	1.133859e+02	1.759245e+00
3.086080e-01	1.113872e+02	1.752599e+00
3.132962e-01	1.103827e+02	1.745612e+00
3.179844e-01	1.107541e+02	1.747439e+00
3.226727e-01	1.083954e+02	1.732727e+00
3.273609e-01	1.065073e+02	1.718062e+00
3.320491e-01	1.050228e+02	1.704771e+00
3.367374e-01	1.037188e+02	1.692677e+00
3.414256e-01	1.036904e+02	1.688572e+00
3.461138e-01	1.020764e+02	1.675025e+00
