# Sample description: GI
# Parent(s): ../20151214/GI_no_protection/1d/GI_np_030_00100.dat
# No protection
3.200246e-02	7.231500e+00	1.899277e+01
3.669069e-02	6.504750e+01	1.608511e+01
4.137892e-02	1.776642e+02	1.495638e+01
4.606715e-02	2.242325e+02	1.201866e+01
5.075538e-02	2.120927e+02	9.436471e+00
5.544361e-02	1.995417e+02	7.793006e+00
6.013183e-02	2.019144e+02	6.891409e+00
6.482006e-02	1.919969e+02	6.146514e+00
6.950829e-02	1.784140e+02	5.500244e+00
7.419652e-02	1.807216e+02	5.095320e+00
7.888475e-02	1.798055e+02	4.785884e+00
8.357298e-02	1.740336e+02	4.485486e+00
8.826121e-02	1.734383e+02	4.272480e+00
9.294944e-02	1.695021e+02	4.053820e+00
9.763767e-02	1.603501e+02	3.813103e+00
1.023259e-01	1.621219e+02	3.696112e+00
1.070141e-01	1.581616e+02	3.548560e+00
1.117024e-01	1.580485e+02	3.442872e+00
1.163906e-01	1.587758e+02	3.347020e+00
1.210788e-01	1.561576e+02	3.243954e+00
1.257670e-01	1.566306e+02	3.170282e+00
1.304553e-01	1.526833e+02	3.070581e+00
1.351435e-01	1.507490e+02	2.986454e+00
1.398317e-01	1.499794e+02	2.919164e+00
1.445200e-01	1.494532e+02	2.856281e+00
1.492082e-01	1.476599e+02	2.790751e+00
1.538964e-01	1.486302e+02	2.744107e+00
1.585846e-01	1.474132e+02	2.684905e+00
1.632729e-01	1.481812e+02	2.646724e+00
1.679611e-01	1.449470e+02	2.582470e+00
1.726493e-01	1.419208e+02	2.519001e+00
1.773376e-01	1.372341e+02	2.443582e+00
1.820258e-01	1.407906e+02	2.434630e+00
1.867140e-01	1.425159e+02	2.414494e+00
1.914022e-01	1.417393e+02	2.376585e+00
1.960905e-01	1.383728e+02	2.318140e+00
2.007787e-01	1.396512e+02	2.300367e+00
2.054669e-01	1.378608e+02	2.260714e+00
2.101552e-01	1.333035e+02	2.203312e+00
2.148434e-01	1.351678e+02	2.187041e+00
2.195316e-01	1.331895e+02	2.148054e+00
2.242199e-01	1.318323e+02	2.115095e+00
2.289081e-01	1.289687e+02	2.074051e+00
2.335963e-01	1.300492e+02	2.058012e+00
2.382845e-01	1.282126e+02	2.023283e+00
2.429728e-01	1.247522e+02	1.980331e+00
2.476610e-01	1.244244e+02	1.959140e+00
2.523492e-01	1.217278e+02	1.921954e+00
2.570375e-01	1.212801e+02	1.898502e+00
